"Subject"	"Stim"	"Exp"	"Letter"	"Direction"	"Shot"	"Time"	"Answer"	"Video"	"count_ExperimentLoop"	"item"	"repeat."	"response"	"RT"	"time_ScreenForResponse"	"correct"
"1416"	"8"	"156"	"1"	"m"	"3"	"6"	"1"	1	"S6C3T1"	0	NA	NA	"m"	1768	32760	"t1"
"1486"	"9"	"46"	"1"	"m"	"3"	"6"	"1"	1	"S6C3T1"	0	NA	NA	"m"	912	22700	"t1"
"1755"	"10"	"135"	"1"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"x"	2458	63591	""
"1926"	"11"	"126"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"p"	1642	52040	""
"2008"	"12"	"28"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"x"	960	82298	""
"2324"	"13"	"164"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"x"	6025	33109	""
"2413"	"14"	"73"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"x"	3718	4939	""
"2673"	"15"	"153"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"x"	609	13435	""
"2773"	"16"	"73"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"x"	3718	4939	""
"2957"	"17"	"77"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"x"	943	81786	""
"3077"	"18"	"17"	"2"	"m"	"3"	"6"	"1"	0	"S6C3T1"	0	NA	NA	"p"	1278	3832	""
"3330"	"19"	"90"	"2"	"m"	"3"	"6"	"1"	1	"S6C3T1"	0	NA	NA	"m"	444	43024	"t1"
"3421"	"20"	"1"	"2"	"m"	"3"	"6"	"1"	1	"S6C3T1"	0	NA	NA	"m"	1677	22706	"t1"
"48"	"1"	"48"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	526	22700	""
"296"	"2"	"116"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	852	19394	""
"493"	"3"	"133"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	569	20948	""
"580"	"4"	"40"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"p"	619	60402	""
"806"	"5"	"86"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	947	15911	""
"1077"	"6"	"177"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"p"	496	9321	""
"1140"	"7"	"60"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"p"	1489	14736	""
"1321"	"8"	"61"	"1"	"m"	"3"	"6"	"2"	1	"S6C3T2"	0	NA	NA	"m"	817	32760	"t2"
"1488"	"9"	"48"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	526	22700	""
"1641"	"10"	"21"	"1"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"p"	1177	63591	""
"1890"	"11"	"90"	"2"	"m"	"3"	"6"	"2"	1	"S6C3T2"	0	NA	NA	"m"	1007	52040	""
"2079"	"12"	"99"	"2"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"p"	614	82298	""
"2249"	"13"	"89"	"2"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	1634	33109	""
"2383"	"14"	"43"	"2"	"m"	"3"	"6"	"2"	1	"S6C3T2"	0	NA	NA	"m"	3110	4939	"t2"
"2544"	"15"	"24"	"2"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	909	13435	""
"2743"	"16"	"43"	"2"	"m"	"3"	"6"	"2"	1	"S6C3T2"	0	NA	NA	"m"	3110	4939	"t2"
"2897"	"17"	"17"	"2"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	15367	81786	""
"3183"	"18"	"123"	"2"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"q"	1159	3832	""
"3325"	"19"	"85"	"2"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	431	43024	""
"3529"	"20"	"109"	"2"	"m"	"3"	"6"	"2"	0	"S6C3T2"	0	NA	NA	"x"	737	22706	""
"179"	"1"	"179"	"1"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	311	22700	""
"300"	"2"	"120"	"1"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	978	19394	""
"363"	"3"	"3"	"1"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	266	20948	""
"703"	"4"	"163"	"1"	"m"	"3"	"6"	"3"	1	"S6C3T3"	0	NA	NA	"m"	655	60402	"t3"
"851"	"5"	"131"	"1"	"m"	"3"	"6"	"3"	1	"S6C3T3"	0	NA	NA	"m"	981	15911	"t3"
"1079"	"6"	"179"	"1"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	390	9321	""
"1129"	"7"	"49"	"1"	"m"	"3"	"6"	"3"	1	"S6C3T3"	0	NA	NA	"m"	1847	14736	""
"1382"	"8"	"122"	"1"	"m"	"3"	"6"	"3"	1	"S6C3T3"	0	NA	NA	"m"	1015	32760	"t3"
"1619"	"9"	"179"	"1"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	311	22700	""
"1653"	"10"	"33"	"1"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	627	63591	""
"1903"	"11"	"103"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	1040	52040	""
"2112"	"12"	"132"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	1004	82298	""
"2338"	"13"	"178"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	1924	33109	""
"2400"	"14"	"60"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	3181	4939	""
"2675"	"15"	"155"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	266	13435	""
"2760"	"16"	"60"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	3181	4939	""
"2891"	"17"	"11"	"2"	"m"	"3"	"6"	"3"	1	"S6C3T3"	0	NA	NA	"m"	4271	81786	"t3"
"3082"	"18"	"22"	"2"	"m"	"3"	"6"	"3"	1	"S6C3T3"	0	NA	NA	"m"	760	3832	"t3"
"3403"	"19"	"163"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	4	43024	""
"3534"	"20"	"114"	"2"	"m"	"3"	"6"	"3"	0	"S6C3T3"	0	NA	NA	"p"	841	22706	""
"102"	"1"	"102"	"1"	"x"	"4"	"6"	"1"	1	"S6C4T1"	0	NA	NA	"x"	476	22700	"t1"
"214"	"2"	"34"	"1"	"x"	"4"	"6"	"1"	1	"S6C4T1"	0	NA	NA	"x"	905	19394	"t1"
"431"	"3"	"71"	"1"	"x"	"4"	"6"	"1"	1	"S6C4T1"	0	NA	NA	"x"	510	20948	"t1"
"615"	"4"	"75"	"1"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"m"	1258	60402	""
"877"	"5"	"157"	"1"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"q"	925	15911	""
"924"	"6"	"24"	"1"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"q"	970	9321	""
"1174"	"7"	"94"	"1"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"m"	2176	14736	""
"1288"	"8"	"28"	"1"	"x"	"4"	"6"	"1"	1	"S6C4T1"	0	NA	NA	"x"	998	32760	"t1"
"1542"	"9"	"102"	"1"	"x"	"4"	"6"	"1"	1	"S6C4T1"	0	NA	NA	"x"	476	22700	"t1"
"1698"	"10"	"78"	"1"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"q"	1094	63591	""
"1861"	"11"	"61"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"q"	1186	52040	""
"2011"	"12"	"31"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"p"	541	82298	""
"2227"	"13"	"67"	"2"	"x"	"4"	"6"	"1"	1	"S6C4T1"	0	NA	NA	"x"	1280	33109	""
"2430"	"14"	"90"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"p"	3251	4939	""
"2555"	"15"	"35"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"q"	377	13435	""
"2790"	"16"	"90"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"p"	3251	4939	""
"2941"	"17"	"61"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"m"	2392	81786	""
"3235"	"18"	"175"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"p"	800	3832	""
"3344"	"19"	"104"	"2"	"x"	"4"	"6"	"1"	1	"S6C4T1"	0	NA	NA	"x"	471	43024	"t1"
"3544"	"20"	"124"	"2"	"x"	"4"	"6"	"1"	0	"S6C4T1"	0	NA	NA	"m"	1068	22706	""
"65"	"1"	"65"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	529	22700	"t2"
"203"	"2"	"23"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	838	19394	"t2"
"482"	"3"	"122"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	376	20948	"t2"
"592"	"4"	"52"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	558	60402	"t2"
"794"	"5"	"74"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	1153	15911	"t2"
"1001"	"6"	"101"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	688	9321	"t2"
"1249"	"7"	"169"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	2020	14736	""
"1278"	"8"	"18"	"1"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"q"	818	32760	""
"1505"	"9"	"65"	"1"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	529	22700	"t2"
"1758"	"10"	"138"	"1"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"q"	452	63591	""
"1972"	"11"	"172"	"2"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"m"	1308	52040	""
"2153"	"12"	"173"	"2"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"q"	1248	82298	""
"2277"	"13"	"117"	"2"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	1858	33109	""
"2508"	"14"	"168"	"2"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"q"	1968	4939	""
"2697"	"15"	"177"	"2"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	440	13435	"t2"
"2868"	"16"	"168"	"2"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"q"	1968	4939	""
"2986"	"17"	"106"	"2"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"p"	2656	81786	""
"3106"	"18"	"46"	"2"	"x"	"4"	"6"	"2"	0	"S6C4T2"	0	NA	NA	"p"	1520	3832	""
"3389"	"19"	"149"	"2"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	91	43024	"t2"
"3533"	"20"	"113"	"2"	"x"	"4"	"6"	"2"	1	"S6C4T2"	0	NA	NA	"x"	843	22706	"t2"
"159"	"1"	"159"	"1"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	491	22700	""
"306"	"2"	"126"	"1"	"x"	"4"	"6"	"3"	1	"S6C4T3"	0	NA	NA	"x"	976	19394	"t3"
"475"	"3"	"115"	"1"	"x"	"4"	"6"	"3"	1	"S6C4T3"	0	NA	NA	"x"	442	20948	"t3"
"682"	"4"	"142"	"1"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	405	60402	""
"844"	"5"	"124"	"1"	"x"	"4"	"6"	"3"	1	"S6C4T3"	0	NA	NA	"x"	894	15911	"t3"
"977"	"6"	"77"	"1"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	343	9321	""
"1229"	"7"	"149"	"1"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"p"	1194	14736	""
"1406"	"8"	"146"	"1"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	733	32760	""
"1599"	"9"	"159"	"1"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	491	22700	""
"1621"	"10"	"1"	"1"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	675	63591	""
"1937"	"11"	"137"	"2"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	3047	52040	""
"2074"	"12"	"94"	"2"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	1117	82298	""
"2200"	"13"	"40"	"2"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	3434	33109	""
"2485"	"14"	"145"	"2"	"x"	"4"	"6"	"3"	1	"S6C4T3"	0	NA	NA	"x"	2102	4939	"t3"
"2524"	"15"	"4"	"2"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"q"	521	13435	""
"2845"	"16"	"145"	"2"	"x"	"4"	"6"	"3"	1	"S6C4T3"	0	NA	NA	"x"	2102	4939	"t3"
"2925"	"17"	"45"	"2"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"m"	1746	81786	""
"3194"	"18"	"134"	"2"	"x"	"4"	"6"	"3"	1	"S6C4T3"	0	NA	NA	"x"	986	3832	"t3"
"3275"	"19"	"35"	"2"	"x"	"4"	"6"	"3"	1	"S6C4T3"	0	NA	NA	"x"	289	43024	"t3"
"3443"	"20"	"23"	"2"	"x"	"4"	"6"	"3"	0	"S6C4T3"	0	NA	NA	"m"	1085	22706	""
"55"	"1"	"55"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	1252	22700	""
"208"	"2"	"28"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"q"	1204	19394	""
"535"	"3"	"175"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"q"	350	20948	""
"696"	"4"	"156"	"1"	"p"	"1"	"7"	"1"	1	"S7C1T1"	0	NA	NA	"p"	901	60402	"t1"
"793"	"5"	"73"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"m"	1175	15911	""
"912"	"6"	"12"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"q"	1300	9321	""
"1208"	"7"	"128"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	3403	14736	""
"1404"	"8"	"144"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"m"	1223	32760	""
"1495"	"9"	"55"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	1252	22700	""
"1678"	"10"	"58"	"1"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"m"	1955	63591	""
"1900"	"11"	"100"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"q"	1247	52040	""
"2003"	"12"	"23"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	2743	82298	""
"2266"	"13"	"106"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"m"	1696	33109	""
"2375"	"14"	"35"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	2461	4939	""
"2556"	"15"	"36"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	419	13435	""
"2735"	"16"	"35"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	2461	4939	""
"2971"	"17"	"91"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"m"	873	81786	""
"3136"	"18"	"76"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"m"	1358	3832	""
"3276"	"19"	"36"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"x"	416	43024	""
"3578"	"20"	"158"	"2"	"p"	"1"	"7"	"1"	0	"S7C1T1"	0	NA	NA	"q"	883	22706	""
"176"	"1"	"176"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	41	22700	"t2"
"248"	"2"	"68"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	1066	19394	"t2"
"366"	"3"	"6"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	506	20948	"t2"
"583"	"4"	"43"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	762	60402	"t2"
"832"	"5"	"112"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	1229	15911	"t2"
"968"	"6"	"68"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	3626	9321	"t2"
"1082"	"7"	"2"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	1246	14736	""
"1280"	"8"	"20"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	755	32760	"t2"
"1616"	"9"	"176"	"1"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	41	22700	"t2"
"1792"	"10"	"172"	"1"	"p"	"1"	"7"	"2"	0	"S7C1T2"	0	NA	NA	"q"	2694	63591	""
"1944"	"11"	"144"	"2"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	1320	52040	"t2"
"2072"	"12"	"92"	"2"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	463	82298	"t2"
"2318"	"13"	"158"	"2"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	1084	33109	""
"2376"	"14"	"36"	"2"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	1560	4939	"t2"
"2558"	"15"	"38"	"2"	"p"	"1"	"7"	"2"	0	"S7C1T2"	0	NA	NA	"x"	597	13435	""
"2736"	"16"	"36"	"2"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	1560	4939	"t2"
"3058"	"17"	"178"	"2"	"p"	"1"	"7"	"2"	0	"S7C1T2"	0	NA	NA	"m"	1353	81786	""
"3227"	"18"	"167"	"2"	"p"	"1"	"7"	"2"	1	"S7C1T2"	0	NA	NA	"p"	620	3832	"t2"
"3244"	"19"	"4"	"2"	"p"	"1"	"7"	"2"	0	"S7C1T2"	0	NA	NA	"q"	588	43024	""
"3504"	"20"	"84"	"2"	"p"	"1"	"7"	"2"	0	"S7C1T2"	0	NA	NA	"x"	877	22706	""
"114"	"1"	"114"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	373	22700	"t3"
"243"	"2"	"63"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	648	19394	"t3"
"456"	"3"	"96"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	382	20948	"t3"
"709"	"4"	"169"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	370	60402	"t3"
"792"	"5"	"72"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	1073	15911	"t3"
"916"	"6"	"16"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	432	9321	"t3"
"1245"	"7"	"165"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	1256	14736	""
"1284"	"8"	"24"	"1"	"p"	"1"	"7"	"3"	0	"S7C1T3"	0	NA	NA	"m"	620	32760	""
"1554"	"9"	"114"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	373	22700	"t3"
"1627"	"10"	"7"	"1"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	424	63591	"t3"
"1931"	"11"	"131"	"2"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	1057	52040	"t3"
"2064"	"12"	"84"	"2"	"p"	"1"	"7"	"3"	0	"S7C1T3"	0	NA	NA	"q"	2006	82298	""
"2252"	"13"	"92"	"2"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	609	33109	""
"2420"	"14"	"80"	"2"	"p"	"1"	"7"	"3"	0	"S7C1T3"	0	NA	NA	"m"	2787	4939	""
"2607"	"15"	"87"	"2"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	364	13435	"t3"
"2780"	"16"	"80"	"2"	"p"	"1"	"7"	"3"	0	"S7C1T3"	0	NA	NA	"m"	2787	4939	""
"3020"	"17"	"140"	"2"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	802	81786	"t3"
"3156"	"18"	"96"	"2"	"p"	"1"	"7"	"3"	0	"S7C1T3"	0	NA	NA	"m"	820	3832	""
"3401"	"19"	"161"	"2"	"p"	"1"	"7"	"3"	0	"S7C1T3"	0	NA	NA	"m"	110	43024	""
"3570"	"20"	"150"	"2"	"p"	"1"	"7"	"3"	1	"S7C1T3"	0	NA	NA	"p"	768	22706	"t3"
"100"	"1"	"100"	"1"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"q"	473	22700	""
"135"	"1"	"135"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"x"	767	22700	""
"206"	"2"	"26"	"1"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"x"	851	19394	""
"245"	"2"	"65"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	964	19394	""
"392"	"3"	"32"	"1"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"q"	491	20948	""
"498"	"3"	"138"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"p"	464	20948	""
"661"	"4"	"121"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"p"	1139	60402	""
"692"	"4"	"152"	"1"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"p"	1809	60402	""
"750"	"5"	"30"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	974	15911	""
"788"	"5"	"68"	"1"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"p"	1089	15911	""
"993"	"6"	"93"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	1168	9321	""
"1058"	"6"	"158"	"1"	"m"	"3"	"7"	"1"	1	"S7C3T1"	0	NA	NA	"m"	1269	9321	""
"1114"	"7"	"34"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"x"	1914	14736	""
"1222"	"7"	"142"	"1"	"m"	"3"	"7"	"1"	1	"S7C3T1"	0	NA	NA	"m"	1388	14736	""
"1276"	"8"	"16"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"p"	1552	32760	""
"1336"	"8"	"76"	"1"	"m"	"3"	"7"	"1"	1	"S7C3T1"	0	NA	NA	"m"	1466	32760	"t1"
"1540"	"9"	"100"	"1"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"q"	473	22700	""
"1575"	"9"	"135"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"x"	767	22700	""
"1633"	"10"	"13"	"1"	"m"	"3"	"7"	"1"	1	"S7C3T1"	0	NA	NA	"m"	1494	63591	"t1"
"1732"	"10"	"112"	"1"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	561	63591	""
"1821"	"11"	"21"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"x"	2403	52040	""
"1886"	"11"	"86"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"p"	967	52040	""
"2045"	"12"	"65"	"2"	"m"	"3"	"7"	"1"	1	"S7C3T1"	0	NA	NA	"m"	829	82298	"t1"
"2129"	"12"	"149"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	984	82298	""
"2182"	"13"	"22"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	1706	33109	""
"2232"	"13"	"72"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"x"	3485	33109	""
"2358"	"14"	"18"	"2"	"q"	"2"	"7"	"1"	1	"S7C2T1"	0	NA	NA	"q"	2819	4939	"t1"
"2495"	"14"	"155"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"q"	5702	4939	""
"2610"	"15"	"90"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"x"	632	13435	""
"2636"	"15"	"116"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"x"	565	13435	""
"2718"	"16"	"18"	"2"	"q"	"2"	"7"	"1"	1	"S7C2T1"	0	NA	NA	"q"	2819	4939	"t1"
"2855"	"16"	"155"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"q"	5702	4939	""
"3011"	"17"	"131"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"p"	1272	81786	""
"3044"	"17"	"164"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"x"	1041	81786	""
"3105"	"18"	"45"	"2"	"m"	"3"	"7"	"1"	1	"S7C3T1"	0	NA	NA	"m"	912	3832	"t1"
"3153"	"18"	"93"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	840	3832	""
"3298"	"19"	"58"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	400	43024	""
"3373"	"19"	"133"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"q"	548	43024	""
"3453"	"20"	"33"	"2"	"m"	"3"	"7"	"1"	0	"S7C3T1"	0	NA	NA	"x"	1014	22706	""
"3581"	"20"	"161"	"2"	"q"	"2"	"7"	"1"	0	"S7C2T1"	0	NA	NA	"m"	1006	22706	""
"130"	"1"	"130"	"1"	"q"	"2"	"7"	"2"	1	"S7C2T2"	0	NA	NA	"q"	375	22700	"t2"
"194"	"2"	"14"	"1"	"q"	"2"	"7"	"2"	1	"S7C2T2"	0	NA	NA	"q"	1013	19394	"t2"
"509"	"3"	"149"	"1"	"q"	"2"	"7"	"2"	1	"S7C2T2"	0	NA	NA	"q"	440	20948	"t2"
