"Subject"	"Stim"	"Exp"	"Letter"	"Direction"	"Shot"	"Time"	"Answer"	"Video"	"count_ExperimentLoop"	"item"	"repeat."	"response"	"RT"	"time_ScreenForResponse"	"correct"
"1235"	"7"	"155"	"1"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"q"	1634	14736	""
"1361"	"8"	"101"	"1"	"m"	"3"	"14"	"3"	1	"S14C3T3"	0	NA	NA	"m"	587	32760	"t3"
"1562"	"9"	"122"	"1"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"q"	425	22700	""
"1682"	"10"	"62"	"1"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"q"	949	63591	""
"1951"	"11"	"151"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"q"	1510	52040	""
"2094"	"12"	"114"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"q"	583	82298	""
"2229"	"13"	"69"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"q"	861	33109	""
"2435"	"14"	"95"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"x"	1874	4939	""
"2663"	"15"	"143"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"p"	492	13435	""
"2795"	"16"	"95"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"x"	1874	4939	""
"2984"	"17"	"104"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"q"	949	81786	""
"3218"	"18"	"158"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"x"	594	3832	""
"3339"	"19"	"99"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"p"	487	43024	""
"3466"	"20"	"46"	"2"	"m"	"3"	"14"	"3"	0	"S14C3T3"	0	NA	NA	"p"	768	22706	""
"152"	"1"	"152"	"1"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	471	22700	"t1"
"232"	"2"	"52"	"1"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"m"	1433	19394	""
"437"	"3"	"77"	"1"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	794	20948	"t1"
"677"	"4"	"137"	"1"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"q"	1690	60402	""
"777"	"5"	"57"	"1"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"q"	1222	15911	""
"1045"	"6"	"145"	"1"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	854	9321	"t1"
"1216"	"7"	"136"	"1"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	4166	14736	""
"1357"	"8"	"97"	"1"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"m"	1497	32760	""
"1592"	"9"	"152"	"1"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	471	22700	"t1"
"1659"	"10"	"39"	"1"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"q"	955	63591	""
"1979"	"11"	"179"	"2"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"p"	3939	52040	""
"2142"	"12"	"162"	"2"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	799	82298	"t1"
"2183"	"13"	"23"	"2"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	5678	33109	""
"2415"	"14"	"75"	"2"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	3311	4939	"t1"
"2528"	"15"	"8"	"2"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"m"	2044	13435	""
"2775"	"16"	"75"	"2"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	3311	4939	"t1"
"2939"	"17"	"59"	"2"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	1343	81786	"t1"
"3111"	"18"	"51"	"2"	"x"	"4"	"14"	"1"	1	"S14C4T1"	0	NA	NA	"x"	2517	3832	"t1"
"3264"	"19"	"24"	"2"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"p"	503	43024	""
"3475"	"20"	"55"	"2"	"x"	"4"	"14"	"1"	0	"S14C4T1"	0	NA	NA	"q"	1145	22706	""
"180"	"1"	"180"	"1"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"q"	492	22700	""
"319"	"2"	"139"	"1"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"q"	644	19394	""
"416"	"3"	"56"	"1"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"q"	326	20948	""
"544"	"4"	"4"	"1"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"m"	1489	60402	""
"738"	"5"	"18"	"1"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	1144	15911	"t2"
"913"	"6"	"13"	"1"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"q"	763	9321	""
"1215"	"7"	"135"	"1"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"m"	1291	14736	""
"1387"	"8"	"127"	"1"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	635	32760	"t2"
"1620"	"9"	"180"	"1"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	492	22700	"t2"
"1703"	"10"	"83"	"1"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"m"	890	63591	""
"1873"	"11"	"73"	"2"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"q"	1090	52040	""
"2111"	"12"	"131"	"2"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	2059	82298	"t2"
"2335"	"13"	"175"	"2"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"p"	1019	33109	""
"2399"	"14"	"59"	"2"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	2940	4939	"t2"
"2671"	"15"	"151"	"2"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"m"	755	13435	""
"2759"	"16"	"59"	"2"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	2940	4939	"t2"
"2907"	"17"	"27"	"2"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"q"	5390	81786	""
"3072"	"18"	"12"	"2"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	744	3832	"t2"
"3297"	"19"	"57"	"2"	"x"	"4"	"14"	"2"	1	"S14C4T2"	0	NA	NA	"x"	656	43024	"t2"
"3530"	"20"	"110"	"2"	"x"	"4"	"14"	"2"	0	"S14C4T2"	0	NA	NA	"p"	1205	22706	""
"111"	"1"	"111"	"1"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	347	22700	""
"339"	"2"	"159"	"1"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	616	19394	""
"468"	"3"	"108"	"1"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	427	20948	""
"607"	"4"	"67"	"1"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	844	60402	"t3"
"823"	"5"	"103"	"1"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	891	15911	""
"1063"	"6"	"163"	"1"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	486	9321	""
"1193"	"7"	"113"	"1"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	559	14736	""
"1323"	"8"	"63"	"1"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	717	32760	""
"1551"	"9"	"111"	"1"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	347	22700	"t3"
"1743"	"10"	"123"	"1"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	349	63591	"t3"
"1840"	"11"	"40"	"2"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"m"	1735	52040	""
"2024"	"12"	"44"	"2"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	662	82298	"t3"
"2317"	"13"	"157"	"2"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	589	33109	""
"2452"	"14"	"112"	"2"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	2012	4939	""
"2642"	"15"	"122"	"2"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	505	13435	"t3"
"2812"	"16"	"112"	"2"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	2012	4939	""
"3054"	"17"	"174"	"2"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	1475	81786	""
"3112"	"18"	"52"	"2"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	772	3832	"t3"
"3255"	"19"	"15"	"2"	"x"	"4"	"14"	"3"	1	"S14C4T3"	0	NA	NA	"x"	489	43024	"t3"
"3568"	"20"	"148"	"2"	"x"	"4"	"14"	"3"	0	"S14C4T3"	0	NA	NA	"q"	859	22706	""
"99"	"1"	"99"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"q"	446	22700	""
"269"	"2"	"89"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	824	19394	""
"479"	"3"	"119"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"q"	452	20948	""
"541"	"4"	"1"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"q"	1175	60402	"t1"
"764"	"5"	"44"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	1025	15911	""
"1035"	"6"	"135"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	975	9321	""
"1225"	"7"	"145"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	2053	14736	""
"1373"	"8"	"113"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	865	32760	""
"1539"	"9"	"99"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"q"	446	22700	""
"1737"	"10"	"117"	"1"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	2112	63591	""
"1895"	"11"	"95"	"2"	"p"	"1"	"15"	"1"	1	"S15C1T1"	0	NA	NA	"p"	1012	52040	""
"2102"	"12"	"122"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	354	82298	""
"2215"	"13"	"55"	"2"	"p"	"1"	"15"	"1"	1	"S15C1T1"	0	NA	NA	"p"	1557	33109	""
"2440"	"14"	"100"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	9063	4939	""
"2678"	"15"	"158"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"m"	472	13435	""
"2800"	"16"	"100"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	9063	4939	""
"3026"	"17"	"146"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"m"	1902	81786	""
"3102"	"18"	"42"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"q"	596	3832	""
"3327"	"19"	"87"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"x"	278	43024	""
"3537"	"20"	"117"	"2"	"p"	"1"	"15"	"1"	0	"S15C1T1"	0	NA	NA	"m"	1234	22706	""
"162"	"1"	"162"	"1"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	497	22700	""
"313"	"2"	"133"	"1"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	631	19394	"t2"
"472"	"3"	"112"	"1"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	407	20948	"t2"
"553"	"4"	"13"	"1"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	662	60402	"t2"
"809"	"5"	"89"	"1"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	973	15911	""
"946"	"6"	"46"	"1"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	385	9321	"t2"
"1156"	"7"	"76"	"1"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	1062	14736	""
"1420"	"8"	"160"	"1"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	876	32760	"t2"
"1602"	"9"	"162"	"1"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	497	22700	""
"1752"	"10"	"132"	"1"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	396	63591	"t2"
"1834"	"11"	"34"	"2"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	1123	52040	""
"2051"	"12"	"71"	"2"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"q"	477	82298	""
"2177"	"13"	"17"	"2"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	1610	33109	""
"2365"	"14"	"25"	"2"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	2487	4939	"t2"
"2576"	"15"	"56"	"2"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	782	13435	"t2"
"2725"	"16"	"25"	"2"	"p"	"1"	"15"	"2"	1	"S15C1T2"	0	NA	NA	"p"	2487	4939	"t2"
"3057"	"17"	"177"	"2"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	2111	81786	""
"3125"	"18"	"65"	"2"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	1087	3832	""
"3301"	"19"	"61"	"2"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	442	43024	""
"3426"	"20"	"6"	"2"	"p"	"1"	"15"	"2"	0	"S15C1T2"	0	NA	NA	"m"	924	22706	""
"115"	"1"	"115"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	289	22700	"t3"
"312"	"2"	"132"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	616	19394	"t3"
"396"	"3"	"36"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	336	20948	"t3"
"717"	"4"	"177"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	511	60402	"t3"
"804"	"5"	"84"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	970	15911	"t3"
"903"	"6"	"3"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	403	9321	"t3"
"1098"	"7"	"18"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	782	14736	""
"1377"	"8"	"117"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	587	32760	"t3"
"1555"	"9"	"115"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	289	22700	"t3"
"1715"	"10"	"95"	"1"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	328	63591	"t3"
"1963"	"11"	"163"	"2"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	1083	52040	"t3"
"2152"	"12"	"172"	"2"	"p"	"1"	"15"	"3"	0	"S15C1T3"	0	NA	NA	"x"	1108	82298	""
"2262"	"13"	"102"	"2"	"p"	"1"	"15"	"3"	0	"S15C1T3"	0	NA	NA	"m"	744	33109	""
"2468"	"14"	"128"	"2"	"p"	"1"	"15"	"3"	0	"S15C1T3"	0	NA	NA	"x"	2212	4939	""
"2633"	"15"	"113"	"2"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	767	13435	"t3"
"2828"	"16"	"128"	"2"	"p"	"1"	"15"	"3"	0	"S15C1T3"	0	NA	NA	"x"	2212	4939	""
"3030"	"17"	"150"	"2"	"p"	"1"	"15"	"3"	0	"S15C1T3"	0	NA	NA	"x"	3217	81786	""
"3228"	"18"	"168"	"2"	"p"	"1"	"15"	"3"	0	"S15C1T3"	0	NA	NA	"m"	517	3832	""
"3405"	"19"	"165"	"2"	"p"	"1"	"15"	"3"	1	"S15C1T3"	0	NA	NA	"p"	86	43024	"t3"
"3467"	"20"	"47"	"2"	"p"	"1"	"15"	"3"	0	"S15C1T3"	0	NA	NA	"m"	1147	22706	""
"101"	"1"	"101"	"1"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	445	22700	"t1"
"315"	"2"	"135"	"1"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"x"	1036	19394	""
"412"	"3"	"52"	"1"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	544	20948	"t1"
"651"	"4"	"111"	"1"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"m"	1873	60402	""
"808"	"5"	"88"	"1"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"x"	1634	15911	""
"925"	"6"	"25"	"1"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	1708	9321	"t1"
"1154"	"7"	"74"	"1"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"m"	3234	14736	""
"1263"	"8"	"3"	"1"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	2073	32760	"t1"
"1541"	"9"	"101"	"1"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	445	22700	"t1"
"1649"	"10"	"29"	"1"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"m"	1747	63591	""
"1969"	"11"	"169"	"2"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"p"	1756	52040	""
"2113"	"12"	"133"	"2"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	1186	82298	"t1"
"2301"	"13"	"141"	"2"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"p"	2161	33109	""
"2382"	"14"	"42"	"2"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"p"	1834	4939	""
"2617"	"15"	"97"	"2"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	397	13435	"t1"
"2742"	"16"	"42"	"2"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"p"	1834	4939	""
"3024"	"17"	"144"	"2"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"m"	2368	81786	""
"3123"	"18"	"63"	"2"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"x"	985	3832	""
"3254"	"19"	"14"	"2"	"q"	"2"	"15"	"1"	0	"S15C2T1"	0	NA	NA	"m"	593	43024	""
"3455"	"20"	"35"	"2"	"q"	"2"	"15"	"1"	1	"S15C2T1"	0	NA	NA	"q"	1659	22706	"t1"
"78"	"1"	"78"	"1"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"x"	453	22700	""
"235"	"2"	"55"	"1"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"x"	795	19394	""
"391"	"3"	"31"	"1"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	339	20948	"t2"
"597"	"4"	"57"	"1"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	601	60402	"t2"
"861"	"5"	"141"	"1"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	1098	15911	"t2"
"1024"	"6"	"124"	"1"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	481	9321	"t2"
"1115"	"7"	"35"	"1"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	806	14736	""
"1362"	"8"	"102"	"1"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	558	32760	"t2"
"1518"	"9"	"78"	"1"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"x"	453	22700	""
"1721"	"10"	"101"	"1"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	480	63591	"t2"
"1967"	"11"	"167"	"2"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"p"	2860	52040	""
"2127"	"12"	"147"	"2"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	396	82298	"t2"
"2260"	"13"	"100"	"2"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"m"	445	33109	""
"2347"	"14"	"7"	"2"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"x"	782	4939	""
"2677"	"15"	"157"	"2"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	387	13435	"t2"
"2707"	"16"	"7"	"2"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"x"	782	4939	""
"2905"	"17"	"25"	"2"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"m"	1021	81786	""
"3214"	"18"	"154"	"2"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	774	3832	"t2"
"3343"	"19"	"103"	"2"	"q"	"2"	"15"	"2"	0	"S15C2T2"	0	NA	NA	"x"	467	43024	""
"3501"	"20"	"81"	"2"	"q"	"2"	"15"	"2"	1	"S15C2T2"	0	NA	NA	"q"	629	22706	"t2"
"94"	"1"	"94"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	625	22700	"t3"
"251"	"2"	"71"	"1"	"q"	"2"	"15"	"3"	0	"S15C2T3"	0	NA	NA	"x"	1511	19394	""
"413"	"3"	"53"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	367	20948	"t3"
"599"	"4"	"59"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	496	60402	"t3"
"867"	"5"	"147"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	1053	15911	"t3"
"1026"	"6"	"126"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	502	9321	"t3"
"1172"	"7"	"92"	"1"	"q"	"2"	"15"	"3"	0	"S15C2T3"	0	NA	NA	"p"	761	14736	""
"1430"	"8"	"170"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	631	32760	"t3"
"1534"	"9"	"94"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	625	22700	"t3"
"1664"	"10"	"44"	"1"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	510	63591	"t3"
"1917"	"11"	"117"	"2"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	2199	52040	"t3"
"2022"	"12"	"42"	"2"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	832	82298	"t3"
"2231"	"13"	"71"	"2"	"q"	"2"	"15"	"3"	0	"S15C2T3"	0	NA	NA	"x"	4526	33109	""
"2384"	"14"	"44"	"2"	"q"	"2"	"15"	"3"	0	"S15C2T3"	0	NA	NA	"x"	1499	4939	""
"2543"	"15"	"23"	"2"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	496	13435	"t3"
"2744"	"16"	"44"	"2"	"q"	"2"	"15"	"3"	0	"S15C2T3"	0	NA	NA	"x"	1499	4939	""
"2916"	"17"	"36"	"2"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	1703	81786	"t3"
"3167"	"18"	"107"	"2"	"q"	"2"	"15"	"3"	0	"S15C2T3"	0	NA	NA	"p"	1521	3832	""
"3412"	"19"	"172"	"2"	"q"	"2"	"15"	"3"	1	"S15C2T3"	0	NA	NA	"q"	1320	43024	""
"3524"	"20"	"104"	"2"	"q"	"2"	"15"	"3"	0	"S15C2T3"	0	NA	NA	"x"	986	22706	""
"40"	"1"	"40"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	534	22700	""
"260"	"2"	"80"	"1"	"m"	"3"	"15"	"1"	1	"S15C3T1"	0	NA	NA	"m"	1124	19394	"t1"
"501"	"3"	"141"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"x"	1099	20948	""
"670"	"4"	"130"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	1541	60402	""
"811"	"5"	"91"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"x"	1413	15911	""
"982"	"6"	"82"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	990	9321	""
"1109"	"7"	"29"	"1"	"m"	"3"	"15"	"1"	1	"S15C3T1"	0	NA	NA	"m"	1753	14736	""
"1380"	"8"	"120"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	902	32760	""
"1480"	"9"	"40"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	534	22700	""
"1684"	"10"	"64"	"1"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	1880	63591	""
"1973"	"11"	"173"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"x"	2597	52040	""
"2001"	"12"	"21"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"p"	1654	82298	""
"2207"	"13"	"47"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	2108	33109	""
"2465"	"14"	"125"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	3024	4939	""
"2521"	"15"	"1"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"x"	593	13435	""
"2825"	"16"	"125"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	3024	4939	""
"2954"	"17"	"74"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"x"	1269	81786	""
"3169"	"18"	"109"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	668	3832	""
"3410"	"19"	"170"	"2"	"m"	"3"	"15"	"1"	1	"S15C3T1"	0	NA	NA	"m"	341	43024	"t1"
"3485"	"20"	"65"	"2"	"m"	"3"	"15"	"1"	0	"S15C3T1"	0	NA	NA	"q"	1692	22706	""
"31"	"1"	"31"	"1"	"m"	"3"	"15"	"2"	0	"S15C3T2"	0	NA	NA	"x"	619	22700	""
"325"	"2"	"145"	"1"	"m"	"3"	"15"	"2"	0	"S15C3T2"	0	NA	NA	"x"	1058	19394	""
